RAUMCODE;RAUMBEZEICHNUNG
AF0302B;2 WC, Waschraum Herren
AF0302C;2 WC, Waschraum Damen
AF0302D;Reinigungsmaterial
AF0303;Sekretariat
AF0303A;Gang
AF0303B;Abstellraum
AF0306;Seminarraum
AF0306A;Gang
AF0307;Büro Wiss., Bibliothek
AF0308A;EDV-Verteiler
AF0310;Strv. Bauing./ Stud. Arbeitsr.
AF0312;Strv. Bauing./ Stud. Arbeitsr.
AF0317;Büro Prof.
AF0320;Strv Bauingenieurwesen
AF0321;Büro
AF0322;Archiv, Büro Ass.
AF0322A;Abstellraum
AF0323;Büro
AF0324A;Vorraum
AF0326;Seminarraum
AF0331;Sekretariat
AF0334;Dunkelkammer
AF0334A;Gang
AF0334B;Vorraum
AF0334C;Abstellraum
AF0335;Büro Prof.
AF0336C;Aufzug
AF0338;Stiege 6
AFDG01;Dachboden
AFDG02;Stiege und Gang
AFDG02A;Aufzug
AFDG02B;2 WC, Waschraum Herren
AFDG02C;1 WC, Waschraum Damen
AFDG02D;Reinigungsmaterial
AFDG02E;Abstellkammer
AFDG03A;Gang
AFDG06;Projektraum HB2 - 7/253
AFDG10;Projektraum HB1 - 6/253
AFDG14;Projektraum STB - 5/260
AFDG18;Projektraum RG - 4/253
AFDG19A;Gang
AFDG22;Projektraum WB - 3/253
AFDG26;Projektraum GBL - 2/253
AFDG30;Konferenzraum Fak. A+R
AFDG35;Dachboden
AFDG36;Küche
AFDG36A;Aufgang, Maschin.R.
AFDG36C;Aufzug
AFDG38;Stiege 6
AFEG01;Server
AFEG01A;1 WC
AFEG02;Stiege und Gang
AFEG02A;Aufzug
AFEG02B;2 WC, Waschraum Herren
AFEG02C;2 WC, Waschraum Damen
AFEG03;EDV-Labor
AFEG06;EDV-Labor
AFEG09;EDV-Labor
AFEG10;EDV-Labor
AFEG13;Werkstatt
AFEG14;Werkstatt
AFEG14A;Werkstatt
AFEG17;Werkstatt
AFEG18;Werkstatt
AFEG21;Lager
AFEG21A;Gang
AFEG22;Projektraum - Panigltrakt EG
AFEG25;Büro
AFEG28;Stiege
AFEG31;Müllraum
AFEG32;Werkstatt
AFEG36C;Aufzug
AFEG38;Stiege 6, Gang
AFU101;Lager
AFU101A;Lager
AFU102;Stiege 7
AFU102A;Aufzug
AFU102B;Abstellraum unter Stiege
AFU104;Vorraum
AFU104A;EDV-Verteiler
AFU106;Lager
AFU112;Lager
AFU116;Lager
AFU117;Keller
AFU117A;Kellergang
AFU118;Projektraum - Panigltrakt KG
AFU118A;Haustechnik
AFU121;Keller
AFU123;Keller
AFU127;Wasserzähler
AFU128;Stiege
AFU130A;Labor
AFU131;Apparateraum
AFU132;Apparateraum
AFU134;Labor
AFU136A;Haustechnik
AFU136C;Aufzug
AFU137;Apparateraum
AFU138;Stiege 6
AFU138A;Keller
AFZ234A;Abstellraum
AFZD02;Maschinenraum
AFZD36;Maschinenraum
AG0102;Gang
AG0102A;1 WC, Waschraum Damen
AG0102B;1 WC, Waschraum Herren
AG0104A;Gang
AG0106;Büro
AG0108;Büro
AG0110;Büro
AG0114;Büro
AG0116;Büro
AG0118;Büro
AG0120;Küche
AG0122;Gang
AG0124;Stiege 9
AG0126;Büro
AG0126A;Gang
AG0128;Büro
AG0130;Büro
AG0202;Gang
AG0202A;1 WC, Waschraum Herren
AG0202B;1 WC, Waschraum Damen
AG0204A;2 WC, Waschraum Herren
AG0206;Gang
AG0208;Büro
AG0210;Büro
AG0212;Büro
AG0212A;Vorraum
AG0214;Büro
AG0216;Simulationsraum
AG0220;Büro
AG0222;Teeküche
AG0224;Stiege
AG0226;Büro
AG0226A;Gang
AG0228;Büro
AG0230;Büro
AG0302;Gang
AG0302A;2 WC, Waschraum Damen
AG0302B;1 WC, Waschraum Herren
AG0302C;Abstellraum
AG0306;Seminarraum
AG0320;Büro
AG0320A;Gang
AG0326;Büro
AG0330;Plotterraum
AG0330A;Etagenverteiler
AGDG02;Vorraum
AGDG02A;3 WC, Waschraum Herren
AGDG02B;Gang
AGDG06;Büro Ass.
AGDG10;Büro
AGDG16;Bibliothek
AGDG20;Sekretariat
AGDG24;Büro Prof.
AGDG28;Bibliothek
AGEG02;1 WC, Waschraum Herren
AGEG02B;Gang
AGEG02C;2 WC, Waschraum Damen
AGEG04;Abstellraum
AGEG04A;WC Behinderte
AGEG08;Zeichensaal 7
AGEG14;Windfang
AGEG24;Stiege
AGEG24B;Abstellraum
AGEG26;Sozialraum / Küche
AGEG30;Büro
AGEG30A;Lager
AGU102;Lager
AGU102A;Keller
AGU114;Planarchiv
AGU114A;Lager
AGU120;Apparateraum
AGU124;Stiege
AGU126;Apparateraum
AGZ124;Stiege
AGZE24;Stiege
AH0103;Kammerl bei Hörsaal
AH0103A;Stiege zum HS7
AH0104;Kammerl bei Hörsaal
AH0105;Aufbaulabor
AH0112;Stiege
AHEG03;Vorraum HS7
AHEG04;Gang
AHEG05;Seminarraum 8
AHEG07;HS 7 Schütte-Lihotzky
AHEG12;Lüftungstechnik
AHEG14;Lager
AHEG15;Foyer zu HS 7
AHEG17;Vorraum
AHZE03;TU.it Internet-Raum
AHZE12;Stiegenhaus
AHZE15;Lüftung HS 7
AI0103;Stiege 2
AI0104;Lüftungsanlage u.Laufsteg
AI0105;Ausstellungsbereich
AI0107;Lüftunganlage im Dachraum
AIEG01;WC Behinderte
AIEG01A;Gastraum 1 + 2, Schank
AIEG01B;Müllsammelraum Freifläche
AIEG01C;Vorraum
AIEG02;Speiseaufzug
AIEG02A;Küche
AIEG03;Stiege 2
AIEG04;Terrasse
AIEG05;Vorraum
AIEG06A;Stiege 1
AIEG09;Gastraum 3
AIU101;2 WC Damen
AIU101A;1 WC Herren
AIU102;Speiseaufzug
AIU102A;Montageöffnung
AIU102B;Lager
AIU102C;Lager
AIU103;Stiege 2 + Gang
AIU103A;Verteilerraum
AIU104A;1 WC, Dusche Pers.
AIU105;Haustechnikraum
AIU106A;Stiege 1
AK0101;Büro Iaeste
AK0102;Loggia
AK0102A;Büro
AK0104;Büro
AK0106;Büro
AK0106A;Vorraum
AK0107;Stiege und Gang
AK0107A;Aufzug
AK0109;Büro Iaeste
AK0110;Besprechungsraum
AK0113;Teeküche
AK0115;WC
AK0117;Gang
AK0117A;Balkon
AK0119;Vorraum
AK0405;Stiege und Gang
AK0407;Büro
AK0407A;Aufzug
AK0409;Büro
AK0411;Gang
AK0415;WC
AK0417;Büro
AKEG01;Büro
AKEG02;Büro, Labor
AKEG04;HTU Lernraum
AKEG04A;Teeküche
AKEG04B;Besprechung
AKEG04C;WC
AKEG05;WC
AKEG07;Stiege und Gang
AKEG07A;Aufzug
AKEG08A;Stiege
AKEG09;Küche
AKEG09A;WC
AKEG11;Büro
AKEG13;Sozialraum
AKEG13A;Vorraum
AKU101;Lager
AKU102;Lager
AKU104A;Lager
AKU106;Lager
AKU106A;Lager
AKU107;Stiege
AKU107A;Aufzug
AKU107B;Gang
AKU108A;Stiege
AKZE01;Büro
AKZE02;Loggia
AKZE02A;Büro
AKZE04;Büro
AKZE06;Bibliothek / Büro
AKZE06A;Besprechungsraum
AKZE07;Stiege und Gang
AKZE07A;Aufzug
AKZE09;Büro
AKZE10;Büro
AKZE13;Büro
AKZE15;WC
AKZE21;WC
AKZE23;Abstellraum
AP0101;Büro Doz.
AP0101A;Rechnerraum
AP0102;Büro Doz.
AP0102A;Büro
AP0103;Büro
AP0103A;Gang
AP0103B;Büro
AP0104;Büro
AP0104A;Gang
AP0105;Büro Prof.
AP0106;Büro Doz.
AP0107;Seminarraum 107/1
AP0107A;Vorraum
AP0107B;Abstellraum
AP0108;Büro
AP0108A;Küche, Sozialraum
AP0108B;Stiege, Gang
AP0109A;Waschraum
AP0109B;2 WC
AP0110;Büro
AP0114;Stiege 2
AP0114A;Serverraum
AP0116;Gang
AP0118;Archiv
AP0118A;Archiv
AP0120;Putzraum
AP0120A;WC, Waschraum
AP0120B;Waschraum
AP0122;Stiege 3
AP0122A;Abstellraum
AP0124;Seminarraum 259/1
AP0136;Seminarraum 259/2
AP0144;Stiege 4
AP0201;Büro
AP0202;Büro
AP0202A;Büro
AP0203;Büro
AP0203A;Gang
AP0203B;Büro
AP0205;Büro
AP0206;Büro
AP0206A;Gang
AP0207;Büro
AP0207A;1 WC
AP0207B;Big Verteilerr.
AP0208;Büro
AP0208A;Teeküche
AP0208B;Stiege
AP0209;Büro
AP0209A;1 WC
AP0209B;Abstellraum
AP0210;Büro
AP0214;Stiege 2
AP0214A;Büro
AP0222;Teeküche
AP0222A;WC, Vorraum
AP0222B;Gang
AP0224;Büro
AP0226;Sekretariat
AP0228;Büro
AP0230;Büro Prof.
AP0236;Bibliothek
AP0244;Stiege 4
APEG01;KIGA - Gruppenraum
APEG01A;KIGA - Abstellraum
APEG02;KIGA - Gruppenraum
APEG02A;KIGA - Kinder WC+WR
APEG02B;KIGA - Teeküche
APEG03A;KIGA - 2 WC, Kinder
APEG03B;KIGA - Garderobe
APEG04;KIGA - Vorraum
APEG04A;KIGA - Garderobe
APEG05;Windfang
APEG05A;Halle
APEG06;Windfang
APEG07;Besprechungszimmer
APEG07A;Vorraum f. Besprechungsraum
APEG07B;Vorraum
APEG07C;WC
APEG07D;WC Behinderte
APEG07E;Abstellraum
APEG08;Betriebsrat
APEG08A;Betriebsrat Küche
APEG08B;Stiege
APEG09A;WC
APEG10;Betriebsrat Büro
APEG14;Halle Stiege 2
APEG14A;Abstellraum unter Stiege
APEG20;KIGA - WC
APEG22;Stiege 3
APEG24;KIGA - TU_Day Care
APEG30;KIGA - TU_Day Care
APEG32;Hausdruckerei
APEG38;Druckerei
APEG42;Niederspannungsraum
APEG44;Stiege 4
APEG44A;WC
APU101;Installationsgang + Wasserz
APU102;Keller
APU102A;Keller
APU106;Kellergang Rampe
APU108;Kesselhaus
APU114;Archiv
APU114A;Gang Stiege Kellerbereich
APZU02;EDV-Verteiler
APZU03;Abstellraum
AQ0101;KIGA - Gruppenraum
AQ0102;KIGA - WC Behinderte
AQ0102A;KIGA - WC Kinder
AQ0104;KIGA - Stiege
AQ0105A;KIGA - Vorraum
AQ0106;KIGA - Personalraum
AQ0106A;KIGA - Gang
AQ0106B;KIGA - Stiege, Gang
AQ0107A;KIGA - Garderobe
AQ0110;KIGA - Dusche
AQ0110A;KIGA - Putzraum
AQ0111;KIGA - Garderobe
AQ0112;KIGA - Küche
AQ0113;KIGA - Gruppenraum
AQEG02;KIGA - WC Behinderte
AQEG04;KIGA - Stiege
AQEG04A;Haustechnik
AQEG05;KIGA - Eingangshalle
AQEG06;KIGA - Büro
AQEG06A;KIGA - Stiege
AQEG07;KIGA - Gruppenraum
AQEG10;KIGA - Kinderwagenraum
AQEG12;KIGA - Abstellraum
AQEG12A;KIGA - Abstellraum
AQEG13;KIGA - Durchgang
AQEG15;KIGA - Bewegungsraum
AQEG21;KIGA - Gruppenraum
AQU106;Keller + Wasserzähler
AQU112;Stiege
AS0101;GUT Abt.-Leiter
AS0102;Teeküche
AS0102A;Vorraum
AS0105;Büro
AS0106;Stiege 1
AS0107;Büro
AS0108;Sozialraum, Küche
AS0108A;Gang
AS0109;Büro
AS0111;Sekretariat
AS0112;Besprechungsraum
AS0114;Büro
AS0115;Büro
AS0116;WC Herren, Waschraum
AS0118;WC Damen, Waschraum
AS0119;Büro
AS0120;Stiege 2
AS0122;WC Herren, Waschraum
AS0123;Büro
AS0124;Vorraum
AS0124A;Aufzug
AS0125;Büro
AS0126;WC Damen, Behinderte
AS0126A;Gang
AS0126B;Waschraum
AS0127;Büro
AS0128;Sozialraum, Küche
AS0130;Besprechungsraum
AS0131;Büro
AS0131A;Gang
AS0135;Büro
AS0136;Vorraum
AS0139;Büro
AS0143;Büro
AS0201;Büro
AS0202;Teeküche
AS0202A;Vorraum
AS0206;Stiege 1
AS0207;Büro
AS0208;Sozialraum, Küche
AS0208A;Gang
AS0209;Büro
AS0211;Büro
AS0212;Besprechungsraum
AS0214;Büro
AS0215;Büro
AS0216;WC Herren, Waschraum
AS0217;Büro
AS0218;WC Damen
AS0219;Büro
AS0219A;Gang
AS0220;Stiege 2
AS0222;WC, Waschraum
AS0223;Büro
AS0224;Vorraum
AS0224A;Aufzug
AS0226;Sozialraum, Küche
AS0226A;Gang
AS0227;Büro
AS0227A;Lager
AS0229A;Gang
AS0230;Büro
AS0231;Büro
AS0235;Büro
AS0236;WC Damen, Waschraum
AS0236A;WC Herren, Waschraum
AS0239;Büro
AS0243;Büro
AS0301;Büro
AS0302;Teeküche
AS0302A;Vorraum
AS0306;Stiege 1
AS0307;Büro
AS0308;Teeküche
AS0308A;Gang
AS0309;Büro
AS0311;Büro
AS0312;Besprechungsraum
AS0314;Büro
AS0315;Büro
AS0316;WC Herren, Waschraum
AS0318;WC Damen, Waschraum
AS0319;Büro
AS0320;Stiege 2
AS0322;WC Behinderte
AS0323;Büro
AS0324;Vorraum
AS0324A;Aufzug
AS0326;Sozialraum, Küche
AS0326A;Gang
AS0327;Büro
AS0330;Büro
AS0331;Büro
AS0331A;Gang
AS0335;Büro
AS0336;WC Herren, Waschraum
AS0339;Büro
AS0343;Büro
AS0345;Büro
ASEG01;AMD Büro
ASEG02;Teeküche
ASEG02A;Vorraum
ASEG05;AMD Ordination
ASEG06;Stiege 1
ASEG07;AMD Ordination
ASEG08;Sozialraum, Küche
ASEG08A;Gang
ASEG09;Büro
ASEG12;Büro
ASEG14;Büro
ASEG16;WC Herren, Waschraum
ASEG17;Gang / Stiege
ASEG18;WC Damen
ASEG19;Büro
ASEG20;Stiege 2
ASEG22;WC, Waschraum
ASEG23;Büro
ASEG24;Vorraum
ASEG24A;Aufzug
ASEG26;AMD Empfangsbereich
ASEG26A;Gang
ASEG27;Büro
ASEG30;AMD Therapieraum
ASEG31;Besprechungsraum
ASEG33;Gang / Stiege
ASEG35;Büro
ASEG35A;Gang
ASEG36;2 WC, Waschraum
ASEG39;Büro
ASEG43;Büro
ASU101;Lager
ASU101A;Lager
ASU102;Lager
ASU102A;Gang
ASU105;Lager
ASU105A;Lager
ASU106;Stiege 1
ASU107;Archiv
ASU108;Lager
ASU109;Lager (ISS)
ASU110;Lager
ASU111;Lager
ASU112;Lager
ASU113;Lager
ASU114;Lager
ASU115;Lager
ASU116;Lager
ASU117;Lager
ASU118;Lager
ASU119;Lager
ASU120;Stiege 2
ASU121;Archiv 1
ASU122;Vorraum
ASU124A;Aufzug
ASU125;Lager
ASU126;Lager
ASU127;Archiv 2
ASU128;Lager
ASU129;Archiv 3
ASU130;Lager
ASU133;Archiv 4
ASU135;Lager / Batterien
ASU136;Lager
ASU137;Lager + Stiege
ASU139;IT-Verteiler
ASU145;Lager
AT0101;Büro
AT0102;Büro
AT0103;Vorraum
AT0104;Büro
AT0109;Empfangsbereich
AT0111;WC
AT0111A;WC
AT0113;Seminarraum
AT0115;Vorraum / Küche
AT0117;Vorraum
AT0119;Putzkammer
AT0120;Büro
AT0121;Stiege 1 und Gang
AT0124;Büro
AT0127;Büro
AT0128;Büro
AT0130;Büro
AT0137;Teeküche
AT0139;Vorraum
AT0141;Vorraum
AT0143;Vorraum
AT0143A;WC Herren
AT0143B;WC Damen
AT0145;Serverraum
AT0151;Stiege 2
AT0201;Besprechung / Bibliothek
AT0202;Büro
AT0203;Vorraum
AT0204;Büro
AT0208;Büro
AT0209;Küche, Gang
AT0209A;Gang
AT0213;Besprechungsraum
AT0217;1 WC
AT0219;1 WC
AT0219A;Waschraum
AT0221;Stiege 1 und Gang
AT0301;Büro
AT0302;Büro
AT0304;Büro
AT0307;Vorraum
AT0308;Büro
AT0309;Büro
AT0312;Büro
AT0313;Besprechungsraum
AT0315;Vorr. Küche
AT0316;Büro
AT0317;Vorraum
AT0317A;WC Damen
AT0317B;WC Herren
AT0319;Serverraum
AT0320;Büro
AT0321;Stiege 1 und Gang
AT0323;WC
AT0323A;Vorraum WC´s
AT0323B;WC
AT0327;Büro
AT0331;Büro
AT0333;Büro
AT0335;Vorraum, Teeküche
AT0337;Gang
ATEG21;Stiege 1 und Gang
ATEG30;TU-Corner
ATEG30A;Büro
ATEG31;Lager
ATEG39;Einfahrt und Hof
ATEG43;Vorraum
ATEG45;Vorraum
ATEG45A;WC
ATEG45B;Teeküche
ATEG47;Abstellraum
ATEG51;Stiege 2
BA0156;Büro
BA0156A;CAD Arbeitsplätze
BA0160;Büro
BA0162;Büro
BA0162A;HT-Druckbelüftung
BA0164;Büro
BA0168;Sozialraum, Küche
BA0168A;Gang
BA0170;Büro
BA0174;Büro
BA0174A;1 WC, Waschraum
BA0177;Garderobe
BA0178;Lesesaal
BA0178A;Archiv
BA0178B;Kopierraum
BA0181;Stiege 4
BA0189;Haustechnik
BA0189A;Eltern-Kindraum
BA0190;Haustechnik
BA0190A;Gruppenraum 1
BA01A03;Aufenthaltsraum
BA01A13;Kopierraum
BA01A15;HT-Zentrale
BA01C05;Aufzug
BA01D03;Stiege 1
BA01D05;Aufzug
BA01D09;Gang / Aufenthalt
BA01D11;2 WC, Waschraum Damen
BA01D13;WC Behinderte
BA01D15;3 WC, Waschraum Herren
BA01D17;Vorraum
BA01D19;Reinigungsmaterial
BA01D21;HT-Schacht
BA01E05;Aufzug
BA01E15;Vorraum
BA01F02;Gang
BA01F24;Stiege 2
BA01G02;Aula
BA01G12;Stiege
BA01G14;Compactus
BA01I10;Bücherlift
BA01I24;Haustechnik
BA02A01;Aula
BA02A05;GM 3 Vortmann HS
BA02A13;Aula
BA02A17;Seminarraum BA 02B
BA02C05;Aufzug
BA02D03;Stiege 1
BA02D05;Aufzug
BA02D07;2 WC, Waschraum Damen
BA02D09;WC Behinderte
BA02D11;1 WC, Waschraum Herren
BA02D17;HT/E-Technik
BA02D19;TU.it Server
BA02E05;Aufzug
BA02E09;Vorraum
BA02E17;Reinigungsmaterial
BA02E19;TU.it Vorraum
BA02F04;Lounge
BA02F06;Gang
BA02F24;Stiege 2
BA02G02;Seminarraum BA 02A
BA02G08;Seminarraum BA 02C
BA02G12;Stiege
BA02G14;Lesesaal
BA02I10;Bücherlift
BA03A01;Büro
BA03A05;Büro
BA03A09;Büro
BA03A13;Büro
BA03A17;Seminarraum BA 03
BA03C01;Küche
BA03C03;Gang
BA03C05;Aufzug
BA03D03;Stiege1
BA03D05;Aufzug
BA03D07;2 WC, Waschraum Damen
BA03D09;WC Behinderte
BA03D11;1 WC, Waschraum Herren
BA03D13;Besprechungsraum
BA03D17;Archiv
BA03D19;Gang, Wartezone
BA03E05;Aufzug
BA03E09;Vorraum
BA03F04;Lounge
BA03F06;Gang
BA03F12;Gang
BA03F24;Stiege 2
BA03G02;Büro
BA03G08;Büro
BA03G10;Büro
BA03G12;Büro
BA03G14;Büro Dekan
BA03G18;Büro Dekan (G16)
BA03G20;Büro
BA03G22;Sozialraum, Küche
BA04A01;Büro Prof.
BA04A05;Sekretariat
BA04A07;Büro Prof.
BA04A11;Büro
BA04A13;Büro
BA04A15;Büro
BA04A17;Büro
BA04A19;Büro
BA04A21;Büro
BA04C01;Küche
BA04C03;Gang
BA04C05;Aufzug
BA04D03;Stiege 1
BA04D05;Aufzug
BA04D07;2 WC, Waschraum Herren
BA04D09;WC Behinderte
BA04D11;Gang
BA04D15;Besprechungsraum
BA04D17;Kopierraum
BA04D19;Lager
BA04E05;Aufzug
BA04E07;1 WC, Waschraum Damen
BA04E19;Reinigungsmaterial
BA04F04;Lounge
BA04F06;Gang
BA04F24;Stiege 2
BA04G02;Besprechungsraum
BA04G06;Vorraum
BA04G08;Büro
BA04G12;Büro
BA04G16;Büro (G18)
BA04G22;Sozialraum, Küche
BA04H06;Büro
BA05A01;Sekretariat
BA05A05;Büro Prof.
BA05A07;Büro Prof.
BA05A11;Büro
BA05A13;Büro
BA05A15;Büro
BA05A17;Büro
BA05A19;Büro
BA05A21;Büro
BA05C01;Küche
BA05C03;Gang
BA05C05;Aufzug
BA05D03;Stiege 1
BA05D05;Aufzug
BA05D07;2 WC, Waschraum Herren
BA05D09;WC Behinderte
BA05D11;Gang
BA05D15;Besprechungsraum
BA05D19;TU.it Server
BA05E05;Aufzug
BA05E07;WC, Waschraum Damen
BA05E19;TU.it Vorraum
BA05F04;Lounge
BA05F06;Vorraum
BA05F10;Gang
BA05F24;Stiege 2
BA05G02;Seminarraum BA 05
BA05G08;Büro
BA05G12;Büro
BA05G16;Büro
BA05G22;Sozialraum, Küche
BA06A01;Sekretariat
BA06A05;Büro Prof.
BA06A09;Büro Prof.
BA06A13;Büro
BA06A15;Büro
BA06A17;Haustechnik
BA06C01;Küche
BA06C03;Gang
BA06C05;Aufzug
BA06D03;Stiege 1
BA06D05;Aufzug
BA06D07;2 WC, Waschraum Herren
BA06D09;WC Behinderte
BA06D11;Gang
BA06D15;Besprechungsraum
BA06E05;Aufzug
BA06E07;WC, Waschraum Damen
BA06E17;Vorraum
BA06E19;Reinigungsmaterial
BA06F04;Lounge
BA06F06;Gang
BA06F24;Stiege 2
BA06G02;Büro
BA06G06;Vorraum
BA06G08;Büro
BA06G12;Büro
BA06G16;Büro
BA06G22;Sozialraum, Küche
BA06H06;Büro Prof.
BA07A01;Sekretariat
BA07A05;Büro Prof.
BA07A09;Büro Prof.
BA07A13;Büro
BA07A15;Büro
BA07A17;Haustechnik
BA07C01;Küche
BA07C03;Gang
BA07C05;Aufzug
BA07D03;Stiege 1
BA07D05;Aufzug
BA07D07;2 WC, Waschraum Herren
BA07D09;WC Behinderte
BA07D11;Gang
BA07D15;Archiv / Kopierr.
BA07E05;Aufzug
BA07E07;WC, Waschraum Damen
BA07E17;Vorraum
BA07E19;Reinigungsmaterial
BA07F04;Lounge
BA07F06;Gang
BA07F24;Stiege 2
BA07G02;Büro
BA07G06;Vorraum
BA07G08;Büro
BA07G12;Besprechungsraum
BA07G16;Büro
BA07G22;Sozialraum, Küche
BA07H06;Büro Prof.
BA08A01;Sekretariat
BA08A05;Büro Prof.
BA08A09;Büro
BA08A11;Besprechung
BA08A15;Büro Prof.
BA08A17;Büro
BA08A19;Büro
BA08C01;Küche
BA08C03;Gang
BA08C05;Aufzug
BA08D03;Stiege 1
BA08D05;Aufzug
BA08D07;2 WC, Waschraum Herren
BA08D09;WC Behinderte
BA08D11;Gang
BA08D15;Besprechungsraum
BA08D17;Archiv / Kopierr.
BA08D19;Lager
BA08E05;Aufzug
BA08E07;WC, Waschraum Damen
BA08F04;Lounge
BA08F06;Gang
BA08F12;Gang
BA08F24;Stiege 2
BA08G02;Seminarraum BA 08A
BA08G08;Seminarraum BA 08B
BA08G12;Büro
BA08G16;Büro (G14)
BA08G22;Sozialraum, Küche
BA09A01;Büro Prof.
BA09A05;Sekretariat
BA09A07;Büro Prof.
BA09A09;Küche
BA09A11;Büro
BA09A15;Büro
BA09A17;Büro Prof.
BA09A19;Büro
BA09C01;Küche
BA09C03;Gang
BA09C05;Aufzug
BA09D03;Stiege 1
BA09D05;Aufzug
BA09D07;2 WC, Waschraum Herren
BA09D09;WC Behinderte
BA09D11;Gang
BA09D15;Besprechungsraum
BA09D17;Lager
BA09D19;TU.it Server
BA09E05;Aufzug
BA09E07;WC, Waschraum Damen
BA09E17;Küche
BA09E19;TU.it Vorraum
BA09F04;Lounge
BA09F06;Gang
BA09F24;Stiege 2
BA09G02;Büro
BA09G06;Vorraum
BA09G08;Büro
BA09G12;Büro
BA09G16;Büro
BA09G22;Büro
BA09H06;Büro
BA10A01;Sekretariat
BA10A05;Büro Prof.
BA10A09;Küche
BA10A11;Besprechungsraum
BA10A15;Büro
BA10A17;Büro
BA10A19;Büro
BA10A21;Büro
BA10C01;Archiv
BA10C03;Gang
BA10C05;Aufzug
BA10C09;Gang
BA10D03;Stiege 1
BA10D05;Aufzug
BA10D07;2 WC, Waschraum Herren
BA10D09;WC Behinderte
BA10D11;Gang
BA10D15;Kopierraum
BA10D17;Bibliothek
BA10D19;Lager
BA10D21;HT-Schacht
BA10E05;Aufzug
BA10E07;WC, Waschraum Damen
BA10F04;Lounge
BA10F06;Gang
BA10F10;Gang
BA10F24;Stiege 2
BA10G02;Seminarraum BA 10A
BA10G08;Seminarraum BA 10B
BA10G12;Büro
BA10G16;Büro
BA10G20;Sozialraum / Bespr.
BA11A01;Dachterrasse
BA11B01;HT-Zentrale
BA11B03;Vorraum
BA11B05;Küche
BA11B09;TUtheSky
BA11B19;HT-Zentrale
BA11B21;HT-Zentrale
BA11C05;Aufzug
BA11C07;Abstellraum
BA11D03;Stiege 1
BA11D05;Aufzug
BA11E05;Aufzug
BA11E07;HT-Schacht
BA11E10;HT-Schacht
BA11E21;HT-Lüftungsschacht
BA11F02;WC, Waschraum Herren
BA11F06;Vorraum
BA11F08;WC Behinderte
BA11F20;Lager
BA11F24;Stiege 2
BA11G02;3 WC, Waschraum Damen
BA11G08;Garderobe
BA11G22;Vorraum
BA11H02;Dachterrasse
BAEG62;Studentenzone BA EG
BAEG62A;Windfang
BAEG68;Stiege
BAEG75;Portierloge, Poststelle
BAEG75A;Erste Hilfe
BAEG76;Büro, Betriebsführung
BAEG76A;Stiege und Gang
BAEG77;Aufenthaltsraum
BAEG77A;Lager
BAEG79;Archiv
BAEG79A;Besprechungsraum
BAEG80;Sozialraum BIG
BAEG81;Stiege 4
BAEG86;Stiege 3
BAEG89;Windfang Audimax
BAEG89A;Stiege
BAEG89B;Medientechnik
BAEG90;Windfang Audimax
BAEGA01;Aula
BAEGC05;Aufzug
BAEGD03;Stiege 1
BAEGD05;Aufzug
BAEGD08;Windfang
BAEGD19;Lager
BAEGE05;Aufzug
BAU158;Lüftung
BAU158A;9 WC, Waschraum Damen
BAU162;EDV-Raum BA UG
BAU168;Stiege
BAU175;Gang
BAU176;Gasmessraum
BAU176A;Gang
BAU177;Gang
BAU177A;Garderobe
BAU178;Wassermessraum
BAU178A;GM 1 Audi. Max.
BAU181;Stiege 4
BAU182;Fernwärme
BAU186;Stiege 3
BAU187;Haustechnik
BAU189A;Stiege
BAU1A13;Niederspannungsraum
BAU1B03;Vorraum
BAU1B05;WC, Dusche Behinderte
BAU1B07;8 WC, Waschraum Herren
BAU1B17;Gang + Stiege
BAU1B19;Batterieraum
BAU1C01;Aula
BAU1C05;Aufzug
BAU1D01;Reinigungsmaterial
BAU1D03;Stiege 1
BAU1D05;Aufzug
BAU1D19;HT-Schaltraum
BAU1E05;Aufzug
BAU1E19;Stiege 2
BAU1F07;Gang
BAU1F19;Lager
BAU1G10;Garderobe
BAU1G14;Garderobe
BAU1G18;ZITI Raum
BAU1G24;TU.it Server
BAU1I10;2 Duschen Herren
BAU1I14;2 Duschen Damen
BAU1K10;Laserkanal
BAU256;Röntgenzentrum
BAU256A;Lager
BAU260A;Lager
BAU260B;Gang
BAU264;Röntgenzentrum
BAU264A;Gang
BAU264B;Lager
BAU270;Gang
BAU272A;Lager
BAU272B;Vorbereitungsraum HS
BAU273;Vorraum
BAU274A;Vorraum
BAU275;Gang
BAU276;Gang
BAU276A;GM 5 Praktikum HS
BAU279A;Lager
BAU281;Stiege 4
BaU281A;Gang
BAU283;Lager
BAU284;Vorraum
BAU284A;Lager
BAU285;Haustechnik
BAU286;Stiege 3
BAU289A;Stiege
BAU2A01;Lager
BAU2A03;Lager
BAU2A07;Lager
BAU2A11;Haustechnik
BAU2A15;Haustechnik
BAU2A19;Traforaum
BAU2B01;Lager
BAU2B05;Reinigungsmaterial
BAU2C03;Vorraum
BAU2C05;Aufzug
BAU2D01;Lager
BAU2D03;Stiege 1
BAU2D05;Aufzug
BAU2D09;Haustechnik
BAU2D11;Garderobe, Dusche
BAU2D19;Schalterraum
BAU2E05;Aufzug
BAU2E10;HT-Schacht
BAU2E19;Stiege 2
BAU2E21;HT-Nachtlüftung
BAU2F08;Gang
BAU2G02;Vorbereitungsraum HS
